id,name,recorded_at,method_family,execution_backend,transport,model,reasoning_effort,stage_models,group,n,temperature,workers,max_semantic_attempts,max_http_attempts,legacy_max_retries,max_output_tokens,timeout_seconds,protocol,dataset_sha256,case_set_sha256,environment_counts,run_dir,status,eligible,run_kind,fresh_end_to_end,failed_outputs,csv_verified,step_exact,step_exact_denominator,step_module_exact,step_module_exact_denominator,all_correct,all_correct_denominator,semantic_parent,metrics_path,metrics_sha256,per_example_sha256
R191,luna-gaia-v3.50-clean-v3.20-factorized-local-inventory-global-proposal-duel,2026-08-26T01:34:06+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.50-clean-v3.20-factorized-local-inventory-global-proposal-duel,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p50-clean-v3p20-factorized-local-inventory-global-proposal-duel-case50,complete_scored,True,scored_run,True,0,True,15,50,10,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p50-clean-v3p20-factorized-local-inventory-global-proposal-duel-case50/scored/metrics.json,d16a478af1d28e38569106d1c49f6916cbfc6022d006a1ef3fbeb7905df62bda,ebfa36d10b6e493511dbca937dac2dcad1a93ac98282872b142289a2822213cc
R192,luna-gaia-v3.51-clean-v3.20-replicated-global-causal-proposal-panel,2026-08-26T05:12:49+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.51-clean-v3.20-replicated-global-causal-proposal-panel,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p51-clean-v3p20-replicated-global-causal-proposal-panel-case50,complete_scored,True,scored_run,True,0,True,19,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p51-clean-v3p20-replicated-global-causal-proposal-panel-case50/scored/metrics.json,dd2bb35f0b72f5aa91c3607bcdeb90e3672c0c7ff7c41d6ce66cbe846e36a49b,25db16510890ff762bac540f559b3b019b86acf56ab8e484c5f3a775a1a8c66a
R193,luna-gaia-v3.52-clean-v3.20-module-factorized-local-census-proposal-panel,2026-08-26T09:06:13+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.52-clean-v3.20-module-factorized-local-census-proposal-panel,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p52-clean-v3p20-module-factorized-local-census-proposal-panel-case50,complete_scored,True,scored_run,True,0,True,19,50,14,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p52-clean-v3p20-module-factorized-local-census-proposal-panel-case50/scored/metrics.json,1d3fa6255b90641e19a95dd1d4b55da99ae441b2b836adf9fcb3641488040272,09809faf28fe652ce0e3c671871725ea3dc62ea4465a676b818a111cf7dde836
R194,luna-gaia-v3.54-clean-v3.20-step-isolated-paper-local-promotion-safe-system-evidence,2026-08-26T16:44:50+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.54-clean-v3.20-step-isolated-paper-local-promotion-safe-system-evidence,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p54-clean-v3p20-step-isolated-paper-local-promotion-safe-system-evidence-case50,complete_scored,True,scored_run,True,0,True,18,50,9,50,7,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p54-clean-v3p20-step-isolated-paper-local-promotion-safe-system-evidence-case50/scored/metrics.json,82627fe2b8e391297b2c010a38b99da9e5712edcfd11d76ba51a0f2aff19815d,c42a6e5d29bb119268ddff1d91b159b04c39ae1592efc977d5eec190e80b782c
R195,luna-gaia-v3.56-clean-v3.20-step-isolated-class-stratified-anchor-selector-enumerated-contract,2026-08-26T23:08:35+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.56-clean-v3.20-step-isolated-class-stratified-anchor-selector-enumerated-contract,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p56-clean-v3p20-step-isolated-class-stratified-anchor-selector-enumerated-contract-case50,complete_scored,True,scored_run,True,0,True,22,50,14,50,11,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p56-clean-v3p20-step-isolated-class-stratified-anchor-selector-enumerated-contract-case50/scored/metrics.json,fb797635b9a8efb4f0c127e162f57e9ecb46b8e60d85639db9c83a89fcccd886,c213b96e5e537d1b397e0a4de045a7f9d14733dd55652b178f8fa5b6dc7f6c34
R196,luna-gaia-v3.57-clean-v3.20-step-isolated-earliest-module-reservoir-anchor-selector,2026-08-27T05:13:25+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.57-clean-v3.20-step-isolated-earliest-module-reservoir-anchor-selector,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p57-clean-v3p20-step-isolated-earliest-module-reservoir-anchor-selector-case50,complete_scored,True,scored_run,True,0,True,20,50,11,50,7,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p57-clean-v3p20-step-isolated-earliest-module-reservoir-anchor-selector-case50/scored/metrics.json,0c374cb2eabcf5571b86b803503e6c23baa1dfebe8bddd1ae055198a9cab90c9,a5d365146dae32116d53f3381f88c05ff1ad9038944fe700e1f2c7e7882c675f
R197,luna-gaia-v3.59-clean-v3.20-step-isolated-module-reservoir-pairwise-observed-continuation-deterministic-assembly,2026-08-27T17:06:03+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.59-clean-v3.20-step-isolated-module-reservoir-pairwise-observed-continuation-deterministic-assembly,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p59-clean-v3p20-step-isolated-module-reservoir-pairwise-observed-continuation-deterministic-assembly-case50,complete_scored,True,scored_run,True,0,True,18,50,12,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p59-clean-v3p20-step-isolated-module-reservoir-pairwise-observed-continuation-deterministic-assembly-case50/scored/metrics.json,28f7ce3552ed6163d52fde69f789a95db403855325b2fa16c5926228e67df141,f374e54c3240b5c131deec73daec96016800abe24e70843fe4ce56b13636b94a
R198,luna-gaia-v3.60-clean-v3.20-retrospective-prefix-ledger-closure,2026-08-27T18:35:01+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.60-clean-v3.20-retrospective-prefix-ledger-closure,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p60-clean-v3p20-retrospective-prefix-ledger-closure-case50,complete_scored,True,scored_run,True,0,True,21,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p60-clean-v3p20-retrospective-prefix-ledger-closure-case50/scored/metrics.json,942c3d82ecf04704d01adf7f39f91a6ff75294c758a89ca3705b44be44c7c1ae,a9dca560facffc1157ff1e3e2e3b22e6080d801f53dee86b5b5b7244d3e8c38d
R203,luna-gaia-v3.74-clean-v3.20-exact-predicate-acquisition-boundary-reducer-owner-materialized,2026-08-28T13:01:53+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.74-clean-v3.20-exact-predicate-acquisition-boundary-reducer-owner-materialized,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p74-clean-v3p20-exact-predicate-acquisition-boundary-reducer-owner-materialized-case50,complete_scored,True,scored_run,True,0,True,21,50,12,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p74-clean-v3p20-exact-predicate-acquisition-boundary-reducer-owner-materialized-case50/scored/metrics.json,e9d47020cacb7cc1194d4d3c5108d5eadd81ba6eba023fa7d8fe0c5a6e1c7798,59ff7650bb4061906cd1b0d3418c4c9a4024e29ee4d5020e6940e79948ebae2b
R204,luna-gaia-v3.76-clean-v3.20-sparse-ledger-global-boundary-selector-runtime-repair,2026-08-28T14:05:41+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.76-clean-v3.20-sparse-ledger-global-boundary-selector-runtime-repair,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p76-clean-v3p20-sparse-ledger-global-boundary-selector-runtime-repair-case50,complete_scored,True,scored_run,True,0,True,21,50,14,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p76-clean-v3p20-sparse-ledger-global-boundary-selector-runtime-repair-case50/scored/metrics.json,1329730057e127743a4382c2226359c7514fa2a388c0aac304be96e3608f8e73,2fb728785ea9d51f23cb9c7470ed8f9006050594059fc356b5c18ea32a1ecb50
R205,luna-gaia-v3.78-clean-v3.20-factorized-sparse-ledger-pairwise-selector-contract-repair,2026-08-28T15:19:16+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.78-clean-v3.20-factorized-sparse-ledger-pairwise-selector-contract-repair,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p78-clean-v3p20-factorized-sparse-ledger-pairwise-selector-contract-repair-case50,complete_scored,True,scored_run,True,0,True,22,50,10,50,5,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p78-clean-v3p20-factorized-sparse-ledger-pairwise-selector-contract-repair-case50/scored/metrics.json,5f14c57b8ee56cca9824c2b0f2e28e1ac6a347f0a3fbda9ac54e14d9dde00b69,0c848545d4b0725d5d72c3194295f14233cc89700d0f21ab7eaa6ed671fd9c4f
R206,luna-gaia-v3.80-clean-v3.20-outcome-conditioned-predicate-handoff-tournament-taxonomy-repair,2026-08-28T16:17:46+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.80-clean-v3.20-outcome-conditioned-predicate-handoff-tournament-taxonomy-repair,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p80-clean-v3p20-outcome-conditioned-predicate-handoff-tournament-taxonomy-repair-case50,complete_scored,True,scored_run,True,0,True,17,50,8,50,5,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p80-clean-v3p20-outcome-conditioned-predicate-handoff-tournament-taxonomy-repair-case50/scored/metrics.json,612dad465dccc90ed7c312cfc1a9ea9661295a8993bc8f8bb206f5a59961c855,83731c627494894a862bb20628d5756f4d0325fad5da8a6543f12c46bcf6b390
R207,gaia-v3.82-clean-v3.20-model-only-terra-medium,2026-08-28T22:35:04+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-terra,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.82-clean-v3.20-model-only-terra-medium,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-terra-gaia-paper-v1-agent-judge-gaia-v3p82-clean-v3p20-model-only-terra-medium-case50,complete_scored,True,scored_run,True,0,True,22,50,13,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-terra-gaia-paper-v1-agent-judge-gaia-v3p82-clean-v3p20-model-only-terra-medium-case50/scored/metrics.json,8d14e1a3d83d37ff7e3962a0e776d9afc04e905f9add6c8a6c0b782a99e7f249,ba7774ea7a994a67173814961fbbde0da70eb1ad9ae94c5d7027c8b9e8e2d7fd
R208,gaia-v3.83-clean-v3.20-model-only-gpt55-medium,2026-08-28T23:54:07+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p83-clean-v3p20-model-only-gpt55-medium-case50,complete_scored,True,scored_run,True,0,True,26,50,16,50,13,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p83-clean-v3p20-model-only-gpt55-medium-case50/scored/metrics.json,8f18f7be50eab86febae61ecd8524e2e7c7801571fc799af7db5ad2e9fad5067,1dcffa966ecbef00b4f6c99639283c2a0c8b19cd1a30c4b0e10bc6b04acf2b49
R209,gaia-v3.84-model-only-gpt54-medium,2026-08-29T01:10:18+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.4,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.84-model-only-gpt54-medium,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.4-gaia-paper-v1-agent-judge-gaia-v3p84-model-only-gpt54-medium-case50,complete_scored,True,scored_run,True,0,True,23,50,13,50,10,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-codex-gpt-5.4-gaia-paper-v1-agent-judge-gaia-v3p84-model-only-gpt54-medium-case50/scored/metrics.json,5de11d4800fa56e4d6149d56d189ca26e0da5bde53665a30ad71ad04f5f0cf04,061a6a8601ec6fd6479fb5571368d39168643f9c3607c406f7c5c4cf092ad978
R210,gaia-v3.85-gpt55-high-effort-only,2026-08-29T03:22:15+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,high,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.85-gpt55-high-effort-only,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p85-gpt55-high-effort-only-case50,complete_scored,True,scored_run,True,0,True,23,50,15,50,12,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p85-gpt55-high-effort-only-case50/scored/metrics.json,04d0ca6857a5418210115f2ddf438ce9c7063a19b30c9701b62fa7ecd3f30db2,566198070246c2dfa5f8fcb5fbdc88f88dc140580bd3e67ea0ea1791fda93a06
R211,gaia-v3.86-gpt55-bounded-typed-boundary-challenger,2026-08-29T04:49:03+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.86-gpt55-bounded-typed-boundary-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p86-gpt55-bounded-typed-boundary-challenger-case50,complete_scored,True,scored_run,True,0,True,24,50,15,50,11,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p86-gpt55-bounded-typed-boundary-challenger-case50/scored/metrics.json,574e6d5ef005708af8ce0df2b11a82a5be66379533f08fca4681017fdfacf707,4d2048782d3e2c0d6cadd0c86d5adb9ead764b2111ac8cb39f0fa466edb2bb37
R212,gaia-v3.87-gpt55-evidence-lifecycle-challenger,2026-08-29T13:04:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.87-gpt55-evidence-lifecycle-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p87-gpt55-evidence-lifecycle-challenger-case50,complete_scored,True,scored_run,True,0,True,18,50,12,50,11,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p87-gpt55-evidence-lifecycle-challenger-case50/scored/metrics.json,18446fab76fbd685f3c3695c31829e34a3944d8dc49bcd98569b07a7d7713dae,6abc5da5b98d9c075654ad766328c40575c3f4d00a1853644e689f991aeafd11
R213,gaia-v3.88-gpt55-sparse-influence-graph-challenger,2026-08-29T14:35:01+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.88-gpt55-sparse-influence-graph-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p88-gpt55-sparse-influence-graph-challenger-case50,complete_scored,True,scored_run,True,0,True,22,50,14,50,10,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p88-gpt55-sparse-influence-graph-challenger-case50/scored/metrics.json,31955d8f88bdd6f8f1a9880aadf80223c4a04753bf94fedce63036c897832a1b,c89d169eb3f0ff8ed0a49116d31ad04e9cf4179f526e392d9c905dd4693a7a8f
R214,gaia-v3.89-gpt55-sol-heterogeneous-challenger,2026-08-29T16:03:22+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,"{""sol-v3p83-earliest-causal-challenger"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""medium""}, ""unchanged-v3p83-default-keep-arbiter"": {""model"": ""gpt-5.5"", ""reasoning_effort"": ""medium""}, ""unchanged-v3p83-packet-state-anchor"": {""model"": ""gpt-5.5"", ""reasoning_effort"": ""medium""}}",GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.89-gpt55-sol-heterogeneous-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-heterogeneous-gaia-paper-v1-agent-judge-gaia-v3p89-gpt55-sol-heterogeneous-challenger-case50,complete_scored,True,scored_run,True,0,True,26,50,15,50,12,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-codex-heterogeneous-gaia-paper-v1-agent-judge-gaia-v3p89-gpt55-sol-heterogeneous-challenger-case50/scored/metrics.json,03f1fbbf743b26183963a238c1a23f734280eee2d7ff40db64d9dd44cc7eb5d0,11e194ee2da0158cd630d36f650ff9bb17ac3321300d8bcb9af51d5542b3ca1d
R215,gaia-v3.102-gpt55-three-attempt-access-validated-tournament,2026-08-30T18:25:36+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,{},GAIA-50,50,,4,3,,2,,,agentdebug.codex-agent-judge.gaia-v3.102-gpt55-three-attempt-access-validated-predicate-handoff-tournament,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p102-gpt55-three-attempt-access-validated-tournament-case50,complete_scored,True,scored_run,True,0,True,21,50,13,50,8,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p102-gpt55-three-attempt-access-validated-tournament-case50/scored/metrics.json,c981ce7103ded611856f24e7c1482850c6915052c487f2605139a16d175730af,a66f33e181207a552d9dc6f1e1e8cc418aed0390e910ccda842dd8cb7d9d8bd8
R216,gaia-v3.107-v3.83-codex-sdk-bounded-retry,2026-08-31T22:26:38+08:00,Codex SDK,Codex SDK/app-server,Codex SDK/app-server,gpt-5.5,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-sophnet-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p107-v3p83-codex-sdk-bounded-retry-case50,complete_scored,True,scored_run,True,0,True,23,50,18,50,13,50,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,output/agenterrorbench-sophnet-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p107-v3p83-codex-sdk-bounded-retry-case50/scored/metrics.json,ea88c654ae1ba4849b48b527f00beacf26985a26c0761017b2ee4140d157920e,a510b2b78cda3237f7e1bb10844c739c15f8d0bff0fe03454bae9084c8905b07
